Numero,Nombre,Posicion,Equipo,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Edad,Altura,ELO,categoria,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
6.0,David Gómez,Defensas,LAS ROZAS,22,21,0.0,0.0,2.0,31.0,,51,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.14,0.066
,Carlos Daniel,Defensas,GALAPAGAR,21,12,0.0,0.0,3.0,25.0,,45,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.19,0.063
,J. Saenz,Defensas,GALAPAGAR,1,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,4.0,0.036
26.0,Ruso,Delanteros,CDF TRES CANTOS,2,1,0.0,0.0,0.0,,,42,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.5,0.002
27.0,A. Lugo,Centrocampistas,CDF TRES CANTOS,1,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.0,-0.005
27.0,A. Gomez,Centrocampistas,CDF TRES CANTOS,7,2,0.0,0.0,2.0,21.0,,35,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.14,0.019
,J. De La Torre,Centrocampistas,GALAPAGAR,29,23,0.0,0.0,5.0,25.0,,42,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.14,0.086
19.0,Juanpe,Centrocampistas,CDF TRES CANTOS,9,3,0.0,0.0,0.0,25.0,,44,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.11,0.026
,D. Carrasco,Centrocampistas,GALAPAGAR,1,0,0.0,0.0,0.0,,,32,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,4.0,0.036
4.0,A. Martin,Centrocampistas,CDF TRES CANTOS,33,32,0.0,0.0,7.0,29.0,,49,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.03,0.097
18.0,I. Jovanovic,Delanteros,CD CANILLAS,3,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-10.67,-0.08
,Vega,Delanteros,GALAPAGAR,3,0,0.0,0.0,0.0,,,35,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.33,0.02
4.0,L. Enrique,Defensas,LAS ROZAS,32,28,0.0,0.0,6.0,28.0,191.0,47,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.09,0.095
,Javi Gordo,Defensas,GALAPAGAR,23,20,0.0,0.0,1.0,20.0,,42,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.17,0.069
32.0,F. Andres,Delanteros,CD CANILLAS,12,5,1.0,0.0,2.0,,,27,Tercera Federación,0.08,0.0,1.0,0.08,17,2.78,1.43,0.0,-2.67,0.061
28.0,A. Fernandez,Delanteros,CD CANILLAS,1,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-32.0,-0.264
29.0,I. Holgado,Delanteros,CD CANILLAS,19,5,1.0,0.0,1.0,,,27,Tercera Federación,0.05,0.0,1.0,0.05,17,2.78,1.43,0.0,-1.68,0.072
23.0,Bray,Defensas,LAS ROZAS,17,11,0.0,0.0,5.0,25.0,178.0,35,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.18,0.052
9.0,J. Koh,Delanteros,CD CANILLAS,26,15,0.0,0.0,0.0,23.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.23,0.066
29.0,M. Azar,Defensas,LAS ROZAS,4,0,0.0,0.0,1.0,,,26,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.75,0.018
20.0,A. Martínez,Delanteros,CD CANILLAS,24,16,2.0,0.0,0.0,23.0,,45,Tercera Federación,0.08,0.0,2.0,0.08,17,5.56,2.87,0.0,-1.33,0.108
11.0,A. Maes,Centrocampistas,LAS ROZAS,24,18,0.0,0.0,6.0,33.0,174.0,51,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.12,0.072
16.0,R. Sánchez,Centrocampistas,LAS ROZAS,26,11,0.0,0.0,2.0,23.0,185.0,45,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.12,0.077
19.0,A. Bravo,Centrocampistas,CD CANILLAS,15,1,1.0,0.0,4.0,,,27,Tercera Federación,0.07,0.0,1.0,0.07,17,2.78,1.43,0.0,-2.13,0.068
26.0,O. El Harti,Centrocampistas,LAS ROZAS,1,0,0.0,0.0,0.0,22.0,,43,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.028
,Jorge,Defensas,GALAPAGAR,9,7,0.0,0.0,5.0,26.0,,47,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.44,0.03
,A. Boveda,Defensas,GALAPAGAR,26,22,0.0,0.0,12.0,24.0,,42,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.15,0.078
4.0,M. Guzmán,Defensas,RAYO VALLECANO B,21,14,0.0,0.0,10.0,23.0,,44,Tercera Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.9,0.069
18.0,Julio Fernández,Centrocampistas,EL ÁLAMO,30,17,2.0,0.0,5.0,,,33,Tercera Federación,0.07,0.0,2.0,0.07,18,6.9,3.0,0.0,-1.07,0.121
5.0,Parra,Defensas,EL ÁLAMO,28,26,0.0,0.0,6.0,22.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.14,0.073
20.0,A. Rojas,Defensas,EL ÁLAMO,23,18,0.0,0.0,5.0,22.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.39,0.056
4.0,D. Viega,Defensas,EL ÁLAMO,27,19,1.0,0.0,5.0,21.0,,36,Tercera Federación,0.04,0.0,1.0,0.04,18,3.45,1.5,0.0,-1.19,0.093
2.0,Rubén,Defensas,EL ÁLAMO,20,11,0.0,0.0,8.0,33.0,,42,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.6,0.045
3.0,Juan Panadero,Defensas,EL ÁLAMO,24,14,0.0,0.0,9.0,21.0,,33,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.33,0.06
15.0,Luis Miguel,Centrocampistas,EL ÁLAMO,30,28,2.0,0.0,8.0,29.0,181.0,45,Tercera Federación,0.07,0.0,2.0,0.07,18,6.9,3.0,0.0,-1.07,0.121
6.0,Dani Durán,Centrocampistas,EL ÁLAMO,1,1,0.0,0.0,0.0,36.0,178.0,47,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-32.0,-0.264
14.0,Mario Presa,Centrocampistas,EL ÁLAMO,33,26,2.0,0.0,2.0,23.0,,39,Tercera Federación,0.06,0.0,2.0,0.06,18,6.9,3.0,0.0,-0.97,0.125
10.0,Fabre,Centrocampistas,EL ÁLAMO,32,23,2.0,0.0,7.0,31.0,,43,Tercera Federación,0.06,0.0,2.0,0.06,18,6.9,3.0,0.0,-1.0,0.122
22.0,Iván Ramos,Centrocampistas,EL ÁLAMO,30,30,0.0,0.0,9.0,23.0,,39,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.07,0.079
12.0,Del Monte,Centrocampistas,EL ÁLAMO,10,6,1.0,0.0,2.0,22.0,165.0,41,Tercera Federación,0.1,0.0,1.0,0.1,18,3.45,1.5,0.0,-3.2,0.063
11.0,Iván González,Centrocampistas,EL ÁLAMO,15,10,2.0,0.0,2.0,20.0,,37,Tercera Federación,0.13,0.0,2.0,0.13,18,6.9,3.0,0.0,-2.13,0.104
,Ruben Dario,Defensas,GALAPAGAR,20,12,0.0,0.0,2.0,31.0,180.0,49,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.2,0.06
8.0,A. Carrillo,Centrocampistas,EL ÁLAMO,17,10,0.0,0.0,1.0,26.0,180.0,38,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.88,0.034
26.0,G. Miniera,Centrocampistas,EL ÁLAMO,1,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-32.0,-0.264
26.0,Fer Jimenez,Centrocampistas,EL ÁLAMO,2,0,0.0,0.0,0.0,,,0,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-16.0,-0.127
10.0,Raúl,Delanteros,EL ÁLAMO,5,2,0.0,0.0,0.0,30.0,,46,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-6.4,-0.039
6.0,I. Salmi,Delanteros,EL ÁLAMO,26,22,2.0,0.0,6.0,,,35,Tercera Federación,0.08,0.0,2.0,0.08,18,6.9,3.0,0.0,-1.23,0.114
21.0,Diego Magariño,Delanteros,EL ÁLAMO,20,7,2.0,0.0,0.0,21.0,182.0,40,Tercera Federación,0.1,0.0,2.0,0.1,18,6.9,3.0,0.0,-1.6,0.105
7.0,N. Aaras,Delanteros,EL ÁLAMO,23,5,1.0,0.0,2.0,,,27,Tercera Federación,0.04,0.0,1.0,0.04,18,3.45,1.5,0.0,-1.39,0.08
26.0,J. Gomez,Delanteros,EL ÁLAMO,2,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-16.0,-0.127
,G. Alvarez,Defensas,GALAPAGAR,25,22,0.0,0.0,6.0,26.0,,51,Tercera Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.16,0.075
15.0,Ian Tejero,Delanteros,CDF TRES CANTOS,12,8,0.0,0.0,1.0,19.0,,38,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.08,0.035
15.0,Alex Cano,Delanteros,CDF TRES CANTOS,2,1,0.0,0.0,0.0,25.0,,44,Tercera Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.5,0.002
30.0,R. Espinosa,Centrocampistas,CD CANILLAS,12,3,1.0,0.0,0.0,,,34,Tercera Federación,0.08,0.0,1.0,0.08,17,2.78,1.43,0.0,-2.67,0.061
20.0,Varo,Centrocampistas,LAS ROZAS,21,7,0.0,0.0,4.0,21.0,,44,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.14,0.063
8.0,Álvaro Escolano,Centrocampistas,LAS ROZAS,19,12,0.0,0.0,9.0,23.0,181.0,40,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.16,0.057
11.0,G. Bernaldo,Delanteros,CALA POZUELO,17,16,0.0,0.0,5.0,29.0,,45,Tercera Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.53,0.046
4.0,C. Redondo,Defensas,CD CANILLAS,28,22,1.0,0.0,4.0,28.0,,49,Tercera Federación,0.04,0.0,1.0,0.04,17,2.78,1.43,0.0,-1.14,0.097
15.0,Rodajo,Defensas,CD CANILLAS,6,6,0.0,0.0,3.0,27.0,,45,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-5.33,-0.027
17.0,D. Gil,Defensas,CD CANILLAS,26,25,1.0,0.0,6.0,25.0,,44,Tercera Federación,0.04,0.0,1.0,0.04,17,2.78,1.43,0.0,-1.23,0.09
18.0,Soo-Bin Park,Delanteros,LEGANÉS B,3,0,0.0,0.0,0.0,19.0,176.0,27,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,6.67,0.064
15.0,D. Cuevas,Defensas,MÉXICO FC,16,14,0.0,0.0,5.0,29.0,178.0,51,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.88,0.04
21.0,L. Venturini,Defensas,MÉXICO FC,29,27,0.0,0.0,6.0,33.0,,49,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.48,0.081
14.0,J. Moyano,Defensas,MÉXICO FC,9,6,0.0,0.0,2.0,36.0,179.0,50,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.56,0.013
17.0,N. Hordijk,Delanteros,CALA POZUELO,11,1,0.0,0.0,3.0,20.0,,37,Tercera Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.82,0.026
5.0,Yahir Zamora,Defensas,MÉXICO FC,10,6,0.0,0.0,3.0,20.0,175.0,31,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.4,0.018
30.0,D. Jimenez,Defensas,MÉXICO FC,18,13,0.0,0.0,2.0,,,28,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.78,0.046
18.0,Álvaro Batan,Delanteros,CALA POZUELO,15,9,0.0,0.0,3.0,20.0,,40,Tercera Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.6,0.039
4.0,G. Nieto,Centrocampistas,MÉXICO FC,30,25,0.0,0.0,11.0,26.0,,46,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.47,0.084
3.0,Carlos,Centrocampistas,LAS ROZAS,13,8,0.0,0.0,3.0,25.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.23,0.04
8.0,J. Arroyo,Centrocampistas,MÉXICO FC,30,29,0.0,0.0,7.0,35.0,183.0,48,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.47,0.084
16.0,D. Fernandez,Centrocampistas,MÉXICO FC,16,7,0.0,0.0,6.0,22.0,,43,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.88,0.04
23.0,David Ajenjo,Centrocampistas,MÉXICO FC,28,8,0.0,0.0,2.0,21.0,180.0,40,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-0.5,0.078
31.0,Gael Chávez,Centrocampistas,MÉXICO FC,8,2,0.0,0.0,1.0,19.0,183.0,37,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.75,0.009
18.0,M. Zuñiga,Delanteros,MÉXICO FC,10,4,0.0,0.0,2.0,32.0,183.0,49,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.4,0.018
24.0,J. Martinez,Delanteros,MÉXICO FC,4,1,0.0,0.0,2.0,19.0,178.0,27,Tercera Federación,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-3.5,-0.017
23.0,Abraham,Defensas,EL ÁLAMO,22,15,0.0,0.0,5.0,30.0,181.0,48,Tercera Federación,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,-1.45,0.053
8.0,Juarez,Centrocampistas,CALA POZUELO,13,10,0.0,0.0,3.0,33.0,,46,Tercera Federación,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,-0.69,0.032
5.0,Víctor Revuelto,Defensas,RAYO VALLECANO B,29,27,0.0,0.0,7.0,20.0,,43,Tercera Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.66,0.091
32.0,Sergio Lozano,Defensas,RAYO VALLECANO B,29,26,0.0,0.0,13.0,19.0,175.0,42,Tercera Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.66,0.091
32.0,Santi Silva,Defensas,RAYO VALLECANO B,1,1,0.0,0.0,0.0,19.0,173.0,36,Tercera Federación,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,19.0,0.161
5.0,I. Shamov,Defensas,CD CANILLAS,21,19,0.0,0.0,8.0,29.0,,44,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.52,0.049
14.0,V. Ortola,Defensas,CD CANILLAS,4,3,0.0,0.0,0.0,25.0,,43,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-8.0,-0.055
22.0,M. Garcia,Defensas,CD CANILLAS,17,13,0.0,0.0,6.0,24.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.88,0.034
21.0,Tobías Diaz,Defensas,CD CANILLAS,22,15,0.0,0.0,4.0,22.0,,41,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.45,0.053
3.0,Nachete,Centrocampistas,CD CANILLAS,7,1,0.0,0.0,2.0,,,37,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-4.57,-0.017
2.0,J. Martín,Centrocampistas,CD CANILLAS,20,15,0.0,0.0,6.0,23.0,,38,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.6,0.045
11.0,Tembleque,Centrocampistas,CD CANILLAS,27,20,1.0,0.0,5.0,24.0,,40,Tercera Federación,0.04,0.0,1.0,0.04,17,2.78,1.43,0.0,-1.19,0.093
27.0,I. Garcia,Delanteros,LAS ROZAS,1,0,0.0,0.0,0.0,20.0,178.0,41,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.028
6.0,P. Martínez,Centrocampistas,CD CANILLAS,25,19,1.0,0.0,6.0,26.0,,42,Tercera Federación,0.04,0.0,1.0,0.04,17,2.78,1.43,0.0,-1.28,0.087
18.0,Adri Caba,Delanteros,LAS ROZAS,2,0,0.0,0.0,0.0,,,46,Tercera Federación,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.5,0.018
10.0,Chengue,Centrocampistas,CD CANILLAS,29,23,2.0,0.0,3.0,31.0,,48,Tercera Federación,0.07,0.0,2.0,0.07,17,5.56,2.87,0.0,-1.1,0.118
12.0,Joao Urbáez,Defensas,LEGANÉS B,28,27,0.0,0.0,10.0,22.0,180.0,48,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.71,0.088
4.0,P. Ramírez,Defensas,LEGANÉS B,22,17,0.0,0.0,9.0,22.0,,47,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.91,0.072
3.0,Iker Bachiller,Defensas,LEGANÉS B,27,26,0.0,0.0,3.0,22.0,169.0,43,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.74,0.086
5.0,Luis Jimeno,Defensas,LEGANÉS B,18,12,0.0,0.0,2.0,20.0,184.0,46,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,1.11,0.062
15.0,Said Imigene,Defensas,LEGANÉS B,6,6,0.0,0.0,4.0,20.0,189.0,28,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,3.33,0.045
8.0,Pablo Chozas,Centrocampistas,CD CANILLAS,32,31,1.0,0.0,12.0,25.0,,47,Tercera Federación,0.03,0.0,1.0,0.03,17,2.78,1.43,0.0,-1.0,0.104
28.0,V. Sánchez,Defensas,CD CANILLAS,3,2,0.0,0.0,0.0,,,0,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-10.67,-0.08
28.0,Marco Leiton,Centrocampistas,LEGANÉS B,5,5,0.0,0.0,2.0,19.0,,39,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,4.0,0.048
14.0,Marcos Leiva,Centrocampistas,LEGANÉS B,21,11,0.0,0.0,4.0,20.0,185.0,46,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.95,0.07
27.0,A. Vallina,Defensas,CD CANILLAS,2,0,0.0,0.0,0.0,,,27,Tercera Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-16.0,-0.127
6.0,F. Rodríguez,Centrocampistas,LEGANÉS B,24,18,0.0,0.0,10.0,22.0,182.0,38,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.83,0.078
24.0,Jorge Herrero,Centrocampistas,LEGANÉS B,24,14,0.0,0.0,4.0,19.0,180.0,39,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.83,0.078
26.0,I. Grutzmann,Defensas,CD CANILLAS,20,12,1.0,0.0,5.0,,,33,Tercera Federación,0.05,0.0,1.0,0.05,17,2.78,1.43,0.0,-1.6,0.075
8.0,Rodrigo Gómez,Centrocampistas,LEGANÉS B,7,3,0.0,0.0,0.0,21.0,163.0,38,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,2.86,0.044
17.0,M. Alpha,Centrocampistas,LEGANÉS B,5,3,0.0,0.0,2.0,20.0,,32,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,4.0,0.048
27.0,Y. Diomande,Delanteros,LEGANÉS B,3,1,0.0,0.0,0.0,18.0,180.0,30,Tercera Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,6.67,0.064
14.0,Raúl Espinosa,Defensas,AD PARLA,3,3,0.0,0.0,1.0,29.0,177.0,50,Tercera Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-6.67,-0.047
9.0,Palacín,Delanteros,CP CACEREÑO,12,10,6.0,4.0,2.0,25.0,190.0,45,Segunda Federación,0.5,0.33,10.0,0.83,2,10.53,2.91,0.78,2.25,0.551
22.0,David Amigo,Delanteros,CD GUADALAJARA,28,27,8.0,9.0,5.0,22.0,180.0,49,Segunda Federación,0.29,0.32,17.0,0.61,1,13.33,3.57,0.61,1.36,0.459
21.0,Jaime Sancho,Delanteros,CP CACEREÑO,33,25,8.0,13.0,4.0,24.0,172.0,46,Segunda Federación,0.24,0.39,21.0,0.64,2,14.04,3.88,0.6,0.82,0.488
9.0,Á. Sánchez,Delanteros,CF TALAVERA,25,14,13.0,2.0,3.0,32.0,185.0,56,Segunda Federación,0.52,0.08,15.0,0.6,3,26.0,6.5,0.53,0.92,0.441
20.0,Borja Díaz,Centrocampistas,CD GUADALAJARA,14,10,4.0,3.0,2.0,34.0,180.0,50,Segunda Federación,0.29,0.21,7.0,0.5,1,6.67,1.78,0.5,2.71,0.363
20.0,Salinas,Delanteros,CP CACEREÑO,21,14,7.0,4.0,1.0,29.0,186.0,49,Segunda Federación,0.33,0.19,11.0,0.52,2,12.28,3.4,0.49,1.29,0.384
11.0,U. Álvarez,Delanteros,CD GUADALAJARA,32,11,8.0,7.0,2.0,23.0,175.0,43,Segunda Federación,0.25,0.22,15.0,0.47,1,13.33,3.57,0.47,1.19,0.386
26.0,J. Sánchez,Delanteros,CF TALAVERA,2,0,0.0,1.0,0.0,,,31,Segunda Federación,0.0,0.5,1.0,0.5,3,0.0,0.0,0.44,11.5,0.397
19.0,Cañizo,Delanteros,CD GUADALAJARA,30,23,12.0,1.0,2.0,25.0,184.0,54,Segunda Federación,0.4,0.03,13.0,0.43,1,20.0,5.35,0.43,1.27,0.356
20.0,José Cambra,Delanteros,CF TALAVERA,33,24,10.0,6.0,4.0,21.0,179.0,49,Segunda Federación,0.3,0.18,16.0,0.48,3,20.0,5.0,0.42,0.7,0.391
21.0,Manu Ramírez,Centrocampistas,CD GUADALAJARA,31,24,9.0,2.0,6.0,29.0,177.0,50,Segunda Federación,0.29,0.06,11.0,0.35,1,15.0,4.01,0.35,1.23,0.311
24.0,Coba da Costa,Delanteros,GETAFE B,9,5,3.0,1.0,3.0,22.0,182.0,49,Segunda Federación,0.33,0.11,4.0,0.44,5,6.25,1.83,0.34,1.22,0.3
18.0,Mariano,Delanteros,CD CORIA,29,26,13.0,2.0,6.0,23.0,185.0,45,Segunda Federación,0.45,0.07,15.0,0.52,7,28.89,8.58,0.34,-0.14,0.396
20.0,Kevin Manzano,Delanteros,RAYO MAJADAHONDA,29,25,8.0,4.0,6.0,26.0,175.0,54,Segunda Federación,0.28,0.14,12.0,0.41,4,19.51,4.8,0.34,0.38,0.334
22.0,Ewan Urain,Delanteros,CDA NAVALCARNERO,15,7,5.0,2.0,3.0,25.0,193.0,47,Segunda Federación,0.33,0.13,7.0,0.47,6,11.63,3.11,0.33,0.2,0.328
9.0,G. Calçada,Delanteros,GETAFE B,33,32,12.0,2.0,4.0,23.0,,50,Segunda Federación,0.36,0.06,14.0,0.42,5,25.0,7.33,0.32,0.33,0.352
11.0,Alassan,Delanteros,TENERIFE B,23,20,10.0,3.0,4.0,22.0,177.0,45,Segunda Federación,0.43,0.13,13.0,0.57,9,18.52,7.02,0.3,0.13,0.411
7.0,A. Keita,Delanteros,GETAFE B,21,14,5.0,3.0,4.0,22.0,186.0,50,Segunda Federación,0.24,0.14,8.0,0.38,5,10.42,3.06,0.29,0.52,0.294
19.0,A. Monerris,Delanteros,CDA NAVALCARNERO,15,13,4.0,2.0,2.0,23.0,,40,Segunda Federación,0.27,0.13,6.0,0.4,6,9.3,2.49,0.28,0.2,0.286
16.0,Hugo Esteban,Delanteros,RAYO MAJADAHONDA,33,20,3.0,8.0,3.0,26.0,170.0,51,Segunda Federación,0.09,0.24,11.0,0.33,4,7.32,1.8,0.27,0.33,0.298
11.0,Á. Merencio,Delanteros,CP CACEREÑO,28,24,6.0,2.0,5.0,25.0,178.0,49,Segunda Federación,0.21,0.07,8.0,0.29,2,10.53,2.91,0.27,0.96,0.264
15.0,Nahuel Arroyo,Delanteros,CF TALAVERA,33,28,7.0,3.0,0.0,30.0,180.0,49,Segunda Federación,0.21,0.09,10.0,0.3,3,14.0,3.5,0.26,0.7,0.283
11.0,A. Bernardo,Centrocampistas,UD SANSE,26,25,3.0,8.0,5.0,26.0,175.0,54,Segunda Federación,0.12,0.31,11.0,0.42,8,6.67,2.02,0.25,0.0,0.328
10.0,Parapar,Delanteros,CF TALAVERA,29,20,2.0,6.0,4.0,34.0,186.0,51,Segunda Federación,0.07,0.21,8.0,0.28,3,4.0,1.0,0.25,0.79,0.26
16.0,Isaiah Navarro,Centrocampistas,CF TALAVERA,29,28,6.0,2.0,12.0,23.0,183.0,52,Segunda Federación,0.21,0.07,8.0,0.28,3,12.0,3.0,0.25,0.79,0.26
9.0,Christian Díaz,Delanteros,CD GUADALAJARA,17,4,4.0,0.0,1.0,28.0,174.0,51,Segunda Federación,0.24,0.0,4.0,0.24,1,6.67,1.78,0.24,2.24,0.212
22.0,Ariel,Delanteros,UD SANSE,33,30,13.0,0.0,3.0,26.0,183.0,52,Segunda Federación,0.39,0.0,13.0,0.39,8,28.89,8.76,0.23,0.0,0.331
17.0,B. Kandoussi,Delanteros,RAYO MAJADAHONDA,15,9,3.0,1.0,3.0,25.0,173.0,43,Segunda Federación,0.2,0.07,4.0,0.27,4,7.32,1.8,0.22,0.73,0.212
16.0,Pol Fortuny,Centrocampistas,REAL MADRID C,4,3,2.0,1.0,1.0,20.0,175.0,45,Segunda Federación,0.5,0.25,3.0,0.75,13,5.88,1.57,0.22,-0.25,0.46
12.0,Rubi,Delanteros,GETAFE B,14,10,1.0,3.0,3.0,23.0,174.0,48,Segunda Federación,0.07,0.21,4.0,0.29,5,2.08,0.61,0.22,0.79,0.221
14.0,Alberto Risco,Centrocampistas,GETAFE B,7,1,0.0,2.0,1.0,19.0,178.0,40,Segunda Federación,0.0,0.29,2.0,0.29,5,0.0,0.0,0.22,1.57,0.207
7.0,Álex Neskes,Centrocampistas,CD GUADALAJARA,32,28,3.0,4.0,5.0,23.0,178.0,44,Segunda Federación,0.09,0.12,7.0,0.22,1,5.0,1.34,0.22,1.19,0.236
9.0,G. Simeone,Delanteros,RAYO MAJADAHONDA,30,16,7.0,1.0,10.0,26.0,181.0,48,Segunda Federación,0.23,0.03,8.0,0.27,4,17.07,4.2,0.22,0.37,0.253
