Numero,Nombre,Posicion,Equipo,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Edad,Altura,ELO,categoria,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
6.0,M. Ortiz,Defensas,UD SANSE,27,15,1.0,1.0,8.0,24.0,167.0,52,Segunda Federación,0.04,0.04,2.0,0.07,8,2.22,0.67,0.04,0.0,0.121
3.0,R. Álvarez,Delanteros,CDA NAVALCARNERO,17,7,1.0,0.0,6.0,23.0,,39,Segunda Federación,0.06,0.0,1.0,0.06,6,2.33,0.62,0.04,0.18,0.087
2.0,Álex Blanco,Defensas,UNIÓN ADARVE,31,31,2.0,3.0,11.0,23.0,180.0,46,Segunda Federación,0.06,0.1,5.0,0.16,14,9.09,1.78,0.04,-0.35,0.184
11.0,Álvaro Portilla,Delanteros,CD MÓSTOLES,28,25,2.0,4.0,8.0,39.0,180.0,52,Segunda Federación,0.07,0.14,6.0,0.21,15,5.0,2.0,0.04,-0.54,0.204
9.0,Albur,Delanteros,UNIÓN ADARVE,20,16,3.0,0.0,4.0,33.0,,48,Segunda Federación,0.15,0.0,3.0,0.15,14,13.64,2.68,0.04,-0.55,0.144
31.0,Pablo Pascual,Centrocampistas,RAYO MAJADAHONDA,27,14,1.0,0.0,3.0,19.0,,37,Segunda Federación,0.04,0.0,1.0,0.04,4,2.44,0.6,0.03,0.41,0.107
3.0,Eu Gutiérrez,Defensas,CD ILLESCAS,23,20,2.0,4.0,3.0,23.0,175.0,49,Segunda Federación,0.09,0.17,6.0,0.26,16,6.67,2.2,0.03,-0.74,0.218
23.0,D. Moubeke,Centrocampistas,CD CORIA,19,7,1.0,0.0,7.0,19.0,182.0,33,Segunda Federación,0.05,0.0,1.0,0.05,7,2.22,0.66,0.03,-0.21,0.084
5.0,Carlos Rodríguez,Centrocampistas,REAL MADRID C,28,20,3.0,0.0,10.0,21.0,190.0,41,Segunda Federación,0.11,0.0,3.0,0.11,13,8.82,2.36,0.03,-0.04,0.148
28.0,Tomy,Delanteros,UNIÓN ADARVE,17,12,2.0,0.0,3.0,18.0,,33,Segunda Federación,0.12,0.0,2.0,0.12,14,9.09,1.78,0.03,-0.65,0.117
16.0,Pepe Delgado,Centrocampistas,UNIÓN ADARVE,14,13,1.0,1.0,2.0,31.0,175.0,51,Segunda Federación,0.07,0.07,2.0,0.14,14,4.55,0.89,0.03,-0.79,0.119
11.0,J. Borona,Delanteros,CD ILLESCAS,23,19,3.0,3.0,8.0,25.0,167.0,46,Segunda Federación,0.13,0.13,6.0,0.26,16,10.0,3.3,0.03,-0.74,0.218
11.0,Yassin Tallal,Delanteros,GETAFE B,27,14,0.0,1.0,2.0,20.0,173.0,43,Segunda Federación,0.0,0.04,1.0,0.04,5,0.0,0.0,0.03,0.41,0.107
8.0,Pablo Olivares,Centrocampistas,UB CONQUENSE,33,28,0.0,2.0,7.0,23.0,178.0,48,Segunda Federación,0.0,0.06,2.0,0.06,10,0.0,0.0,0.03,-0.12,0.132
8.0,Romera,Centrocampistas,REAL MADRID C,32,31,1.0,2.0,9.0,23.0,176.0,49,Segunda Federación,0.03,0.06,3.0,0.09,13,2.94,0.79,0.03,-0.03,0.148
12.0,J. Requés,Centrocampistas,UNIÓN ADARVE,28,20,4.0,0.0,4.0,23.0,184.0,47,Segunda Federación,0.14,0.0,4.0,0.14,14,18.18,3.57,0.03,-0.39,0.163
4.0,A. Trespalacios,Defensas,GETAFE B,26,20,1.0,0.0,9.0,23.0,185.0,51,Segunda Federación,0.04,0.0,1.0,0.04,5,2.08,0.61,0.03,0.42,0.104
27.0,Melvin Ukpeigbe,Defensas,REAL MADRID C,18,16,0.0,2.0,3.0,18.0,176.0,39,Segunda Federación,0.0,0.11,2.0,0.11,13,0.0,0.0,0.03,-0.06,0.118
3.0,Manolo Molina,Defensas,CF TALAVERA,33,33,0.0,1.0,8.0,29.0,189.0,55,Segunda Federación,0.0,0.03,1.0,0.03,3,0.0,0.0,0.03,0.7,0.121
22.0,Lolo González,Centrocampistas,UD MELILLA,15,15,1.0,0.0,5.0,33.0,186.0,60,Segunda Federación,0.07,0.0,1.0,0.07,11,2.44,0.75,0.03,-0.07,0.086
11.0,Iker Perera,Delanteros,CD COLONIA MOSCARDÓ,26,12,1.0,1.0,2.0,21.0,,41,Segunda Federación,0.04,0.04,2.0,0.08,12,2.44,0.79,0.03,-0.58,0.12
17.0,D. Espinosa,Defensas,CDA NAVALCARNERO,25,22,0.0,1.0,5.0,21.0,,44,Segunda Federación,0.0,0.04,1.0,0.04,6,0.0,0.0,0.03,0.12,0.098
5.0,Joserra,Defensas,CP CACEREÑO,31,29,1.0,0.0,6.0,26.0,178.0,52,Segunda Federación,0.03,0.0,1.0,0.03,2,1.75,0.49,0.03,0.87,0.116
14.0,Miguel García,Defensas,CD COLONIA MOSCARDÓ,12,10,1.0,0.0,3.0,23.0,,39,Segunda Federación,0.08,0.0,1.0,0.08,12,2.44,0.79,0.03,-1.25,0.073
2.0,Iván Martínez,Defensas,CP CACEREÑO,29,25,1.0,0.0,3.0,23.0,,46,Segunda Federación,0.03,0.0,1.0,0.03,2,1.75,0.49,0.03,0.93,0.111
7.0,Óscar Gil,Delanteros,CD MÓSTOLES,13,5,1.0,1.0,2.0,24.0,,42,Segunda Federación,0.08,0.08,2.0,0.15,15,2.5,1.0,0.03,-1.15,0.119
5.0,Fratelli,Defensas,CDA NAVALCARNERO,25,19,1.0,0.0,13.0,32.0,185.0,51,Segunda Federación,0.04,0.0,1.0,0.04,6,2.33,0.62,0.03,0.12,0.098
10.0,David Rodríguez,Centrocampistas,CDA NAVALCARNERO,24,15,1.0,0.0,13.0,33.0,,51,Segunda Federación,0.04,0.0,1.0,0.04,6,2.33,0.62,0.03,0.12,0.096
6.0,Adrián,Defensas,UNIÓN ADARVE,32,32,3.0,0.0,8.0,32.0,187.0,52,Segunda Federación,0.09,0.0,3.0,0.09,14,13.64,2.68,0.02,-0.34,0.145
8.0,A. Sardinero,Delanteros,CD ILLESCAS,10,5,1.0,1.0,1.0,34.0,175.0,44,Segunda Federación,0.1,0.1,2.0,0.2,16,3.33,1.1,0.02,-1.7,0.136
3.0,Fran Varela,Defensas,UD MELILLA,16,16,0.0,1.0,3.0,30.0,174.0,59,Segunda Federación,0.0,0.06,1.0,0.06,11,0.0,0.0,0.02,-0.06,0.083
6.0,Dani Ramos,Defensas,RAYO MAJADAHONDA,30,29,0.0,1.0,6.0,30.0,185.0,56,Segunda Federación,0.0,0.03,1.0,0.03,4,0.0,0.0,0.02,0.37,0.109
8.0,Álex Ortolà,Centrocampistas,CDA NAVALCARNERO,31,28,1.0,0.0,8.0,25.0,185.0,51,Segunda Federación,0.03,0.0,1.0,0.03,6,2.33,0.62,0.02,0.1,0.11
23.0,Carlos Martín,Delanteros,CD ILLESCAS,24,12,4.0,0.0,2.0,20.0,174.0,43,Segunda Federación,0.17,0.0,4.0,0.17,16,13.33,4.4,0.02,-0.71,0.167
21.0,Joan Mascaró,Centrocampistas,REAL MADRID C,17,10,0.0,1.0,3.0,19.0,,39,Segunda Federación,0.0,0.06,1.0,0.06,13,0.0,0.0,0.02,-0.06,0.086
26.0,Emanuel,Defensas,REAL MADRID C,13,4,1.0,0.0,2.0,17.0,,36,Segunda Federación,0.08,0.0,1.0,0.08,13,2.94,0.79,0.02,-0.08,0.086
20.0,Iñaki León,Defensas,CD CORIA,32,30,0.0,1.0,8.0,25.0,185.0,48,Segunda Federación,0.0,0.03,1.0,0.03,7,0.0,0.0,0.02,-0.12,0.111
9.0,M. Siverio,Delanteros,UNION SUR YAIZA,32,29,6.0,5.0,3.0,30.0,184.0,54,Segunda Federación,0.19,0.16,11.0,0.34,17,17.65,6.83,0.02,-0.66,0.293
20.0,Manu Serrano,Defensas,REAL MADRID C,33,29,0.0,2.0,5.0,21.0,175.0,54,Segunda Federación,0.0,0.06,2.0,0.06,13,0.0,0.0,0.02,-0.03,0.133
6.0,J. Álvarez,Centrocampistas,UB CONQUENSE,27,22,0.0,1.0,9.0,24.0,,48,Segunda Federación,0.0,0.04,1.0,0.04,10,0.0,0.0,0.02,-0.15,0.102
23.0,I. Rodriguez,Delanteros,CD COLONIA MOSCARDÓ,19,4,0.0,1.0,3.0,22.0,,42,Segunda Federación,0.0,0.05,1.0,0.05,12,0.0,0.0,0.02,-0.79,0.08
8.0,Isaac,Centrocampistas,CD COLONIA MOSCARDÓ,30,22,0.0,2.0,6.0,27.0,,47,Segunda Federación,0.0,0.07,2.0,0.07,12,0.0,0.0,0.02,-0.5,0.126
14.0,Ayala,Defensas,UD SANSE,25,25,1.0,0.0,9.0,24.0,180.0,48,Segunda Federación,0.04,0.0,1.0,0.04,8,2.22,0.67,0.02,0.0,0.098
22.0,Álvaro Ginés,Delanteros,REAL MADRID C,27,20,1.0,1.0,4.0,20.0,177.0,41,Segunda Federación,0.04,0.04,2.0,0.07,13,2.94,0.79,0.02,-0.04,0.121
24.0,B. Sina,Defensas,UB CONQUENSE,27,19,1.0,0.0,6.0,22.0,184.0,46,Segunda Federación,0.04,0.0,1.0,0.04,10,2.7,0.73,0.02,-0.15,0.102
5.0,M. Domínguez,Defensas,CD MÓSTOLES,20,13,1.0,1.0,3.0,21.0,,35,Segunda Federación,0.05,0.05,2.0,0.1,15,2.5,1.0,0.02,-0.75,0.113
7.0,Baba,Delanteros,REAL MADRID C,14,5,1.0,0.0,4.0,20.0,174.0,31,Segunda Federación,0.07,0.0,1.0,0.07,13,2.94,0.79,0.02,-0.07,0.083
21.0,Yago Gandoy,Centrocampistas,UD SANSE,32,23,0.0,1.0,11.0,26.0,178.0,50,Segunda Federación,0.0,0.03,1.0,0.03,8,0.0,0.0,0.02,0.0,0.112
6.0,Oier Herrera,Centrocampistas,CD MÓSTOLES,14,14,2.0,0.0,4.0,23.0,182.0,43,Segunda Federación,0.14,0.0,2.0,0.14,15,5.0,2.0,0.02,-1.07,0.117
3.0,D. Leitón,Defensas,CD MÓSTOLES,27,23,2.0,1.0,9.0,21.0,,50,Segunda Federación,0.07,0.04,3.0,0.11,15,5.0,2.0,0.02,-0.56,0.141
12.0,David López,Delanteros,CD ILLESCAS,30,9,6.0,0.0,3.0,20.0,189.0,41,Segunda Federación,0.2,0.0,6.0,0.2,16,20.0,6.6,0.02,-0.57,0.204
10.0,D. Moreno,Delanteros,CD ILLESCAS,21,9,1.0,2.0,2.0,22.0,,39,Segunda Federación,0.05,0.1,3.0,0.14,16,3.33,1.1,0.02,-0.81,0.139
23.0,Álvaro José,Centrocampistas,UD SANSE,27,11,1.0,0.0,5.0,22.0,,39,Segunda Federación,0.04,0.0,1.0,0.04,8,2.22,0.67,0.02,0.0,0.103
15.0,Víctor,Defensas,CD MÓSTOLES,32,32,3.0,0.0,11.0,22.0,,48,Segunda Federación,0.09,0.0,3.0,0.09,15,7.5,3.0,0.02,-0.47,0.144
3.0,Sergio Huecas,Defensas,UNIÓN ADARVE,22,15,0.0,1.0,3.0,21.0,180.0,48,Segunda Federación,0.0,0.05,1.0,0.05,14,0.0,0.0,0.01,-0.5,0.091
4.0,Recalde,Defensas,CD COLONIA MOSCARDÓ,28,28,1.0,0.0,12.0,27.0,,47,Segunda Federación,0.04,0.0,1.0,0.04,12,2.44,0.79,0.01,-0.54,0.102
6.0,Marouane,Centrocampistas,CD COLONIA MOSCARDÓ,30,27,1.0,0.0,9.0,23.0,185.0,44,Segunda Federación,0.03,0.0,1.0,0.03,12,2.44,0.79,0.01,-0.5,0.102
25.0,G. De La Rosa,Defensas,CD MÓSTOLES,24,11,1.0,0.0,7.0,21.0,174.0,39,Segunda Federación,0.04,0.0,1.0,0.04,15,2.5,1.0,0.01,-0.62,0.09
22.0,Israel,Defensas,UNIÓN ADARVE,29,26,1.0,0.0,8.0,25.0,,50,Segunda Federación,0.03,0.0,1.0,0.03,14,4.55,0.89,0.01,-0.38,0.1
23.0,Eduard Calin,Centrocampistas,UNIÓN ADARVE,28,23,0.0,1.0,10.0,28.0,175.0,45,Segunda Federación,0.0,0.04,1.0,0.04,14,0.0,0.0,0.01,-0.39,0.103
21.0,Cheki,Centrocampistas,CD ILLESCAS,31,29,0.0,3.0,10.0,29.0,,49,Segunda Federación,0.0,0.1,3.0,0.1,16,0.0,0.0,0.01,-0.55,0.147
10.0,Hector Rubio,Centrocampistas,UB CONQUENSE,32,14,1.0,0.0,1.0,33.0,,44,Segunda Federación,0.03,0.0,1.0,0.03,10,2.7,0.73,0.01,-0.12,0.111
4.0,Jaime Calleja,Defensas,REAL MADRID C,28,26,1.0,0.0,5.0,22.0,184.0,51,Segunda Federación,0.04,0.0,1.0,0.04,13,2.94,0.79,0.01,-0.04,0.106
15.0,C. Llamas,Centrocampistas,UNIÓN ADARVE,16,8,1.0,0.0,7.0,26.0,185.0,46,Segunda Federación,0.06,0.0,1.0,0.06,14,4.55,0.89,0.01,-0.69,0.078
8.0,Narbona,Centrocampistas,CD MÓSTOLES,24,15,0.0,1.0,5.0,24.0,,48,Segunda Federación,0.0,0.04,1.0,0.04,15,0.0,0.0,0.01,-0.62,0.09
17.0,Matías,Delanteros,UNION SUR YAIZA,20,17,2.0,0.0,0.0,23.0,,46,Segunda Federación,0.1,0.0,2.0,0.1,17,5.88,2.28,0.01,-1.05,0.111
11.0,E. Trovento,Delanteros,UNION SUR YAIZA,26,25,3.0,1.0,5.0,30.0,165.0,51,Segunda Federación,0.12,0.04,4.0,0.15,17,8.82,3.41,0.01,-0.81,0.16
24.0,Crespo,Centrocampistas,CD COLONIA MOSCARDÓ,28,22,0.0,1.0,4.0,26.0,,51,Segunda Federación,0.0,0.04,1.0,0.04,12,0.0,0.0,0.01,-0.54,0.102
7.0,Leonel Ferroni,Defensas,UNIÓN ADARVE,25,23,1.0,0.0,9.0,29.0,170.0,53,Segunda Federación,0.04,0.0,1.0,0.04,14,4.55,0.89,0.01,-0.44,0.094
14.0,Marcos Martin,Centrocampistas,CD ILLESCAS,29,20,0.0,2.0,8.0,22.0,,46,Segunda Federación,0.0,0.07,2.0,0.07,16,0.0,0.0,0.01,-0.59,0.123
4.0,Manu Galán,Defensas,UD MELILLA,32,32,0.0,1.0,9.0,27.0,182.0,49,Segunda Federación,0.0,0.03,1.0,0.03,11,0.0,0.0,0.01,-0.03,0.112
15.0,F. Assis,Centrocampistas,UNION SUR YAIZA,32,31,4.0,1.0,6.0,27.0,170.0,49,Segunda Federación,0.12,0.03,5.0,0.16,17,11.76,4.55,0.01,-0.66,0.185
14.0,I. Sánchez,Centrocampistas,UNIÓN ADARVE,28,25,1.0,0.0,15.0,26.0,182.0,46,Segunda Federación,0.04,0.0,1.0,0.04,14,4.55,0.89,0.01,-0.39,0.103
22.0,D. Casoppero,Centrocampistas,UNION SUR YAIZA,18,5,1.0,1.0,3.0,26.0,187.0,49,Segunda Federación,0.06,0.06,2.0,0.11,17,2.94,1.14,0.01,-1.17,0.11
10.0,Margallo,Centrocampistas,UNION SUR YAIZA,14,6,2.0,0.0,4.0,26.0,,44,Segunda Federación,0.14,0.0,2.0,0.14,17,5.88,2.28,0.01,-1.5,0.113
12.0,M. Navarro,Centrocampistas,CD MÓSTOLES,22,10,1.0,0.0,6.0,24.0,,43,Segunda Federación,0.05,0.0,1.0,0.05,15,2.5,1.0,0.01,-0.68,0.089
17.0,Aníbal Padrón,Delanteros,CD ILLESCAS,26,14,2.0,0.0,8.0,25.0,177.0,45,Segunda Federación,0.08,0.0,2.0,0.08,16,6.67,2.2,0.01,-0.65,0.119
21.0,Malick,Delanteros,UNION SUR YAIZA,32,17,5.0,1.0,2.0,28.0,176.0,44,Segunda Federación,0.16,0.03,6.0,0.19,17,14.71,5.69,0.01,-0.66,0.203
42.0,D. Páez,Delanteros,TENERIFE B,1,0,0.0,0.0,1.0,19.0,,28,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,0.027
39.0,H. Hernández,Delanteros,TENERIFE B,1,0,0.0,0.0,0.0,20.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,0.027
30.0,J. Benito,Centrocampistas,UNIÓN ADARVE,1,1,0.0,0.0,0.0,19.0,,26,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
27.0,C. Domínguez,Delanteros,TENERIFE B,3,0,0.0,0.0,0.0,20.0,,31,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,1.0,0.017
15.0,Chete,Defensas,UB CONQUENSE,13,12,0.0,0.0,3.0,30.0,181.0,57,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.31,0.036
33.0,Manu Montero,Delanteros,TENERIFE B,2,0,0.0,0.0,0.0,16.0,,27,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,1.5,0.018
7.0,Nuha Marong,Delanteros,UNION SUR YAIZA,15,5,0.0,0.0,4.0,31.0,193.0,48,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.4,0.033
5.0,Monty,Defensas,UB CONQUENSE,12,10,0.0,0.0,3.0,32.0,188.0,53,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.33,0.033
18.0,Hugo García,Centrocampistas,UNIÓN ADARVE,11,3,0.0,0.0,3.0,20.0,184.0,41,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-1.0,0.024
24.0,Sego,Centrocampistas,UNIÓN ADARVE,2,0,0.0,0.0,0.0,20.0,,44,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-5.5,-0.038
26.0,Ruso,Delanteros,UNIÓN ADARVE,3,0,0.0,0.0,0.0,,,42,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-3.67,-0.02
17.0,Etxebe,Defensas,UB CONQUENSE,24,16,0.0,0.0,7.0,27.0,170.0,52,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.17,0.069
40.0,C. Hernández,Delanteros,TENERIFE B,7,0,0.0,0.0,0.0,19.0,,36,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.43,0.024
24.0,A. Rivas,Centrocampistas,UNIÓN ADARVE,1,0,0.0,0.0,0.0,21.0,,46,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
36.0,D. Pérez,Delanteros,TENERIFE B,1,0,0.0,0.0,1.0,18.0,,32,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3.0,0.027
21.0,Fran Santano,Delanteros,UNIÓN ADARVE,6,4,0.0,0.0,1.0,31.0,,49,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-1.83,0.003
11.0,Jesús,Delanteros,UB CONQUENSE,16,0,0.0,0.0,0.0,21.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.25,0.045
4.0,M. Cava,Defensas,UB CONQUENSE,21,14,0.0,0.0,4.0,25.0,,46,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.19,0.06
7.0,Sergio Pérez,Delanteros,UD SANSE,5,1,0.0,0.0,2.0,28.0,182.0,50,Segunda Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.015
12.0,A. Molina,Defensas,UNION SUR YAIZA,7,1,0.0,0.0,0.0,26.0,180.0,47,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-3.0,-0.003
30.0,Edu Llorente,Centrocampistas,UD SANSE,6,0,0.0,0.0,1.0,21.0,,45,Segunda Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.018
3.0,Jordan,Defensas,UNION SUR YAIZA,29,24,2.0,0.0,10.0,29.0,187.0,48,Segunda Federación,0.07,0.0,2.0,0.07,17,5.88,2.28,0.0,-0.72,0.122
6.0,Ayoze,Defensas,UNION SUR YAIZA,9,6,0.0,0.0,1.0,33.0,188.0,54,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-2.33,0.008
18.0,Pablo Bolado,Defensas,UNION SUR YAIZA,32,31,0.0,1.0,10.0,26.0,180.0,49,Segunda Federación,0.0,0.03,1.0,0.03,17,0.0,0.0,0.0,-0.66,0.107
4.0,Facu Álvarez,Defensas,UNION SUR YAIZA,31,29,0.0,0.0,11.0,23.0,185.0,48,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-0.68,0.086
2.0,Aarón,Defensas,UD SANSE,14,4,0.0,0.0,0.0,21.0,,42,Segunda Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.041
20.0,Javi Baldobar,Delanteros,UNIÓN ADARVE,7,1,0.0,0.0,1.0,21.0,191.0,38,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-1.57,0.008
26.0,Iván García,Defensas,UD SANSE,2,0,0.0,0.0,0.0,20.0,,43,Segunda Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.006
5.0,Pato,Defensas,UNION SUR YAIZA,27,26,0.0,0.0,15.0,28.0,,51,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-0.78,0.073
26.0,P. Rubio,Delanteros,UNIÓN ADARVE,1,0,0.0,0.0,0.0,,,27,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
27.0,A. Perez,Delanteros,UNIÓN ADARVE,1,0,0.0,0.0,0.0,19.0,,28,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
26.0,Anthony,Delanteros,UD MELILLA,3,0,0.0,0.0,0.0,20.0,182.0,35,Segunda Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.33,0.006
41.0,Guille Martin,Centrocampistas,TENERIFE B,7,2,0.0,0.0,1.0,19.0,,37,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.43,0.024
27.0,Guti,Delanteros,UNIÓN ADARVE,1,0,0.0,0.0,0.0,19.0,,36,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
23.0,Armando,Centrocampistas,UD MELILLA,28,21,0.0,0.0,8.0,31.0,179.0,55,Segunda Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.04,0.082
20.0,Ruizma,Delanteros,UD SANSE,13,5,0.0,0.0,2.0,22.0,,45,Segunda Federación,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.038
17.0,L. Fernández,Defensas,UNIÓN ADARVE,5,3,0.0,0.0,0.0,21.0,,26,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-2.2,-0.003
2.0,Víctor López,Defensas,UNION SUR YAIZA,32,23,0.0,0.0,3.0,21.0,,41,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-0.66,0.089
11.0,A. Miñambres,Defensas,UNIÓN ADARVE,3,0,0.0,0.0,2.0,29.0,175.0,45,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-3.67,-0.02
26.0,Mark Motilla Ferrer,Centrocampistas,UB CONQUENSE,1,0,0.0,0.0,0.0,19.0,,38,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-4.0,-0.029
24.0,M. Jazouli,Centrocampistas,UNION SUR YAIZA,6,6,0.0,0.0,1.0,19.0,172.0,35,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-3.5,-0.01
20.0,Pol Salvador,Centrocampistas,UNION SUR YAIZA,6,1,0.0,0.0,0.0,24.0,185.0,40,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-3.5,-0.01
27.0,P. Mendoza,Centrocampistas,UB CONQUENSE,11,0,0.0,0.0,3.0,19.0,,42,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.36,0.03
4.0,Toboso,Defensas,UNIÓN ADARVE,13,7,0.0,0.0,3.0,29.0,183.0,51,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-0.85,0.032
27.0,Jorge Pérez,Centrocampistas,UNION SUR YAIZA,3,0,0.0,0.0,0.0,19.0,,31,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-7.0,-0.046
30.0,Julián Martin,Defensas,UNIÓN ADARVE,19,18,0.0,0.0,6.0,19.0,182.0,46,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-0.58,0.051
23.0,Kain Amoud,Delanteros,UB CONQUENSE,7,4,0.0,0.0,1.0,27.0,176.0,48,Segunda Federación,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.57,0.016
5.0,Cavafe,Defensas,UNIÓN ADARVE,23,16,0.0,0.0,2.0,26.0,185.0,57,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-0.48,0.064
5.0,Juanma,Defensas,UNIÓN ADARVE,1,1,0.0,0.0,0.0,35.0,188.0,58,Segunda Federación,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,-11.0,-0.084
16.0,Guize Medina,Centrocampistas,UNION SUR YAIZA,18,9,0.0,0.0,1.0,21.0,178.0,44,Segunda Federación,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,-1.17,0.044
8.0,Castaño,Centrocampistas,UNION SUR YAIZA,13,12,0.0,1.0,4.0,32.0,179.0,50,Segunda Federación,0.0,0.08,1.0,0.08,17,0.0,0.0,0.0,-1.62,0.073
5.0,Isma Armenteros,Defensas,UD MELILLA,15,8,0.0,0.0,2.0,24.0,184.0,43,Segunda Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.07,0.044
6.0,Anouar Tamoune,Defensas,UD MELILLA,2,0,0.0,0.0,0.0,20.0,181.0,26,Segunda Federación,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-0.5,0.002
2.0,C. Barreda,Defensas,CD ATLÉTICO PASO,32,31,1.0,0.0,9.0,36.0,177.0,56,Segunda Federación,0.03,0.0,1.0,0.03,18,3.12,1.57,0.0,-0.84,0.105
18.0,Damián Cáceres,Centrocampistas,GETAFE B,25,8,0.0,0.0,5.0,22.0,181.0,44,Segunda Federación,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.44,0.077
32.0,Joel Pérez,Centrocampistas,TENERIFE B,11,7,0.0,0.0,5.0,20.0,,39,Segunda Federación,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.27,0.034
20.0,Poveda,Defensas,CD ILLESCAS,13,9,0.0,0.0,1.0,23.0,190.0,46,Segunda Federación,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,-1.31,0.028
21.0,J. Cordero Santos,Delanteros,CD CORIA,3,0,0.0,0.0,0.0,20.0,,35,Segunda Federación,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-1.33,-0.002
4.0,A. Godínez,Delanteros,CD CORIA,1,0,0.0,0.0,0.0,,,26,Segunda Federación,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,-4.0,-0.029
5.0,D. Gallardo,Defensas,CD GUADALAJARA,30,28,0.0,0.0,5.0,29.0,192.0,53,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.27,0.098
2.0,Palomeque,Defensas,CD GUADALAJARA,4,3,0.0,0.0,1.0,23.0,185.0,45,Segunda Federación,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,9.5,0.087
